"ID";"Type";"Name";"Documentation";"Source";"Target";"Specialization"
"id-e9f3d6ef75324585b40d6823d6a7400e";"CompositionRelationship";"";"";"id-be7731859dff47ee99e3eb82546476c3";"id-d0f71d4638ab46289dbc9029bc081844";""
"id-17e8254c5df448d1acbd6daf498d49d0";"CompositionRelationship";"";"";"id-be7731859dff47ee99e3eb82546476c3";"id-17e3c13511e9469680c125e25db76d59";""
"id-e5c84bc9b2894566a93ed72199907ca8";"CompositionRelationship";"";"";"id-be7731859dff47ee99e3eb82546476c3";"id-b501050d4ec145759a3310408f1e6998";""
"id-ec0d56f956e94c0e8c44164d283c7d09";"CompositionRelationship";"";"";"id-6ee66f601fdb4419aaf304bf5f3f76ab";"id-fc85299545c146da9d83a70842a79dee";""
"id-0d2255f2bf454e029d4e6690ccb7907b";"CompositionRelationship";"";"";"id-6ee66f601fdb4419aaf304bf5f3f76ab";"id-bdd7abee05394ba9aa410ca0dcb49055";""
"id-b1becdf507784e92a5c8b9edb152bcb2";"CompositionRelationship";"";"";"id-6ee66f601fdb4419aaf304bf5f3f76ab";"id-78170a866bef4a7ab489e956abc1edde";""
"id-aa251f5bcace4d338d2159de01b33797";"CompositionRelationship";"";"";"id-6ee66f601fdb4419aaf304bf5f3f76ab";"id-dc81dac9f74b41349be573084f79da4e";""
"id-0ba544a6012a498895f32ae98db33ed2";"FlowRelationship";"";"";"id-fc85299545c146da9d83a70842a79dee";"id-dc81dac9f74b41349be573084f79da4e";""
"id-b53d97940df84862888e7e336f9aeee2";"FlowRelationship";"";"";"id-dc81dac9f74b41349be573084f79da4e";"id-78170a866bef4a7ab489e956abc1edde";""
"id-a6f6e94dc459437b935879697783f87c";"FlowRelationship";"";"";"id-78170a866bef4a7ab489e956abc1edde";"id-bdd7abee05394ba9aa410ca0dcb49055";""
"id-4343b32c3b984748983b2692cd3b32dc";"FlowRelationship";"comportamiento de clientes";"";"id-42a8aa379fd645e29cfe9fad3a5158d8";"id-7ce7d0b450e34c718b860708b906b15b";""
"id-dcda568a000f41128346c1f099db2409";"FlowRelationship";"Data de cliente";"";"id-f134ed0a1eb845aea3e33e6cf25607d7";"id-7aeff755ee2841e2b44e6f0cfc8327f7";""
"id-25b64548627647cd80e4f7b6b823c09c";"FlowRelationship";"interacciones de clientes";"";"id-e2dc2820b1904ced800b499c2da9723a";"id-f134ed0a1eb845aea3e33e6cf25607d7";""
"id-92547519972a45569196c9b408111b26";"FlowRelationship";"perfiles de clientes";"";"id-7ce7d0b450e34c718b860708b906b15b";"id-7aeff755ee2841e2b44e6f0cfc8327f7";""
"id-df050e216dab45a2ac0c598a5ef9738e";"InfluenceRelationship";"";"";"id-5204f01a814948919511915ca2d242a3";"id-08bc8346417f44dd9251c58cab455d0b";""
"id-70f1e857eb9d4468b9e0da4537e71772";"InfluenceRelationship";"";"";"id-a9de1e4c97534eb683d14f1e5139328c";"id-08bc8346417f44dd9251c58cab455d0b";""
"id-d8c98e438fed4bd78736437165fe5f7c";"InfluenceRelationship";"";"";"id-a5e8e0fb1371480ab7fba1568d539001";"id-08bc8346417f44dd9251c58cab455d0b";""
"id-90daf7b7f9b643139e505ee26010eab5";"InfluenceRelationship";"";"";"id-a9de1e4c97534eb683d14f1e5139328c";"id-a5e8e0fb1371480ab7fba1568d539001";""
"id-8807bd5180c840f0b5001c0dfd3ec19f";"InfluenceRelationship";"";"";"id-5204f01a814948919511915ca2d242a3";"id-a5e8e0fb1371480ab7fba1568d539001";""
"id-f0761ee52aae4415b7a2a1f0db0a4975";"InfluenceRelationship";"";"";"id-60a67ea9489947368a1fe9d806d7ba4c";"id-a9de1e4c97534eb683d14f1e5139328c";""
"id-b47ff9be3ab74697b870a563e13426aa";"InfluenceRelationship";"";"";"id-c2ec88f8826c4e319cd0cf2fa9a8bb3b";"id-a9de1e4c97534eb683d14f1e5139328c";""
"id-ae4f9c2f743b4858a37326e3e8390ee8";"InfluenceRelationship";"";"";"id-454024792d6a407bab061f3a09b1b0c2";"id-c2ec88f8826c4e319cd0cf2fa9a8bb3b";""
"id-47c2ebf8d6ef45deabd1a5eb5d78727a";"InfluenceRelationship";"";"";"id-d4785c42d30948a7a3344c35c8468bbb";"id-b591e44e6a684f2c85a9e8e88816ba9c";""
"id-55accc9c0ca4498ca4c3ebf7c7a8d084";"InfluenceRelationship";"";"";"id-9ff63ce7fc074af79f2f248de65256d1";"id-d4785c42d30948a7a3344c35c8468bbb";""
"id-1009fcacce91454393b506775b8e08c3";"InfluenceRelationship";"";"";"id-ba635a0c3b814f8faf67d09da1b9afcc";"id-b591e44e6a684f2c85a9e8e88816ba9c";""
"id-fa8d94c043494b8da749323bfa595ee6";"InfluenceRelationship";"";"";"id-c63463c9d1994378acba29a30a7d22fa";"id-ba635a0c3b814f8faf67d09da1b9afcc";""
"id-028e96c92a9b4f1098ee2ae981af7338";"InfluenceRelationship";"";"";"id-1745c2d447534fc783945f54a333d72a";"id-5d8e24651beb4103b6786c806eacbfe9";""
"id-f0b6f103fc8d4a558b79c875e0e48781";"InfluenceRelationship";"";"";"id-6ee66f601fdb4419aaf304bf5f3f76ab";"id-9141c1d2081a47919fefc3ba9fa101e1";""
"id-d3875a13fcca4f399ca4b67ab0893f95";"InfluenceRelationship";"";"";"id-bdd7abee05394ba9aa410ca0dcb49055";"id-9141c1d2081a47919fefc3ba9fa101e1";""
"id-a91c528ada7b4458a39e3be91a619b03";"RealizationRelationship";"";"";"id-172243d8cc9142d7b6c639b5bc1b2ffe";"id-8720d2fa68fe451db32632496d27b886";""
"id-a9bd43251c5a44ee8e6fe0141a5d9098";"RealizationRelationship";"";"";"id-172243d8cc9142d7b6c639b5bc1b2ffe";"id-6eefa6979e234d69b269766299e1dbb7";""
"id-23afad834f5347b78b0873e7c46fbf54";"RealizationRelationship";"";"";"id-ba635a0c3b814f8faf67d09da1b9afcc";"id-6eefa6979e234d69b269766299e1dbb7";""
"id-a7d1e465fb4c43ec97ca18254e2a48cb";"RealizationRelationship";"";"";"id-9ff63ce7fc074af79f2f248de65256d1";"id-454024792d6a407bab061f3a09b1b0c2";""
"id-463cf42029104eb99677af7b5c2474d7";"RealizationRelationship";"";"";"id-9141c1d2081a47919fefc3ba9fa101e1";"id-60a67ea9489947368a1fe9d806d7ba4c";""
"id-3f5b1e6daa464bb19fe34325ceaca81b";"RealizationRelationship";"";"";"id-69c7fe16c4b34840bd7d9c95b3ec093e";"id-ba635a0c3b814f8faf67d09da1b9afcc";""
"id-c18e6f30264747ed95d2672a5f31013d";"RealizationRelationship";"";"";"id-c63463c9d1994378acba29a30a7d22fa";"id-172243d8cc9142d7b6c639b5bc1b2ffe";""
"id-a93604a189e94ffe8aecdd6dae95d78f";"RealizationRelationship";"";"";"id-746f47eb98fc489b8467a3ebb6d1c547";"id-1745c2d447534fc783945f54a333d72a";""
"id-e3d1d688323b4870b4ec2debe0c68c3f";"RealizationRelationship";"";"";"id-e2a37140d69f4783adccc7edc2a5f411";"id-746f47eb98fc489b8467a3ebb6d1c547";""
"id-03129f7654a74961a33fd9c2f78b1683";"RealizationRelationship";"";"";"id-e2a37140d69f4783adccc7edc2a5f411";"id-9ff63ce7fc074af79f2f248de65256d1";""
"id-9042036bb7a340d5a997f23842e798f0";"RealizationRelationship";"";"";"id-f32a9b86a3eb4109be0d303149afa8ad";"id-9ff63ce7fc074af79f2f248de65256d1";""
"id-baafa396191346d6b2c0bdb52a7fdfc7";"RealizationRelationship";"";"";"id-518ffeef465a44169c23f8bdfdae043f";"id-746f47eb98fc489b8467a3ebb6d1c547";""
"id-44235a99150b462b90dfbcfdd3ae768c";"RealizationRelationship";"";"";"id-f32a9b86a3eb4109be0d303149afa8ad";"id-e2a37140d69f4783adccc7edc2a5f411";""
"id-60ecb6ae7e854b63a4bdf3a442592243";"RealizationRelationship";"";"";"id-518ffeef465a44169c23f8bdfdae043f";"id-e2a37140d69f4783adccc7edc2a5f411";""
"id-f860c15479644fc686220826d4a5e3fc";"RealizationRelationship";"";"";"id-f134ed0a1eb845aea3e33e6cf25607d7";"id-c63463c9d1994378acba29a30a7d22fa";""
"id-253a9da00b4e49739f9c8e20286fc191";"RealizationRelationship";"";"";"id-7aeff755ee2841e2b44e6f0cfc8327f7";"id-06c7b30b74324a798b19e2e9974c9e5c";""
"id-db3cde678d93426881c9a25ff0bd9b95";"RealizationRelationship";"";"";"id-7aeff755ee2841e2b44e6f0cfc8327f7";"id-45b2f30be92d48d79a6d76e02adb1fb1";""
"id-bb3ddfbda4fb4d66bb2621b6d04188d1";"RealizationRelationship";"";"";"id-7aeff755ee2841e2b44e6f0cfc8327f7";"id-69c7fe16c4b34840bd7d9c95b3ec093e";""
"id-75f85ddf249b4bf6b2ffecf9d0840043";"RealizationRelationship";"";"";"id-b667029b5b9e4317a28049eaac51269d";"id-9ff63ce7fc074af79f2f248de65256d1";""
"id-0bd1ed4055974456aca7f16e9831d65a";"RealizationRelationship";"";"";"id-e2dc2820b1904ced800b499c2da9723a";"id-9ff63ce7fc074af79f2f248de65256d1";""
"id-718f56cc068745e29d4bba6bb47478b8";"RealizationRelationship";"";"";"id-7ce7d0b450e34c718b860708b906b15b";"id-746f47eb98fc489b8467a3ebb6d1c547";""
"id-836ee13588ca4744a78316144731db58";"RealizationRelationship";"";"";"id-42a8aa379fd645e29cfe9fad3a5158d8";"id-746f47eb98fc489b8467a3ebb6d1c547";""
"id-69e6c758a9e741be84e262427f230375";"RealizationRelationship";"";"";"id-6d9ac724750b4ccea089a3973ebbefc5";"id-746f47eb98fc489b8467a3ebb6d1c547";""
"id-b3476700384549fcbd81bfe63ade358f";"RealizationRelationship";"";"";"id-7ce7d0b450e34c718b860708b906b15b";"id-746f47eb98fc489b8467a3ebb6d1c547";""
"id-f81b5253892f42ac9d59297f5e3d7c0c";"RealizationRelationship";"";"";"id-42a8aa379fd645e29cfe9fad3a5158d8";"id-746f47eb98fc489b8467a3ebb6d1c547";""
